tweet,sentiment,length
sorry impressed slightest bc eat like saddened confused,negative,55
miss doggy hammy turtle fish,negative,28
park slope brooklyn working bust photoshoot exciting fever tonsil size golfballs,positive,80
mymaths time cud read mind nerd durin exam,neutral,42
ur friend sent,neutral,14
last song american reject amazing song,positive,38
good god fit swear word character,negative,33
chip right totally forgot might till august though great summer,positive,63
ce grade mock,neutral,13
people glasgow one standing seat night,neutral,38
kimberlee hatch miss,negative,20
small cant choose,neutral,17
anymore,neutral,7
wishing day day people wanted party,neutral,35
stapler haiku whar night woo hoo yeah beautiful night party oops stapler,neutral,72
finally home dope week,neutral,22
see doc bit get knee checked,neutral,28
lol well insomnia since since dont sleep lot hour one great,neutral,59
happening im going uhoh,negative,23
going camping coupla hour got ta pack everything,neutral,48
got fist fight old biker guy dare even ask yes kicked,negative,53
middetox eat,neutral,12
working weekend look like,neutral,25
good day another lindy day today level b free tester olympiou diamanti 6th floor thessaloniki,positive,93
time play,neutral,9
yeah knew link completely amazing sings phantom,positive,47
newark,neutral,6
lot revision today toniight,neutral,27
woke flat tire,neutral,14
yes finally friday tech mean nothing since im currently unemployed,negative,66
aw missed twitpic,negative,17
hey hunny bunny weekend like day something,neutral,42
diversity diversity diversity todayy,neutral,36
glad hear good bank holiday weather,positive,35
ftsk l listened pissed called friend wait leave school,negative,54
heading park kid hope rain looking cloudy,positive,41
searching compare note,neutral,22
sorry unsociable loading stock shop mum making,neutral,46
always wake one minute alarm scheduled go,neutral,41
cough star trek cough,neutral,21
nope yet within working day thursday week wednesday hope,positive,56
woke tummy hurt always something wrong,negative,38
chilled room baby book missed bro leavin really cool stripper shirt said suppoort single mom funny,neutral,98
msn case lot easier hahaha,positive,26
aint lost right,neutral,15
hope ye got dem ur site amazing got everyday tryed failed lol,neutral,61
laptop broke want help girl take best buy weekend please ill feed,positive,65
excited trouser way topshop couple day,positive,38
got woken early kinda wana chill today much,negative,43
way wimbledon watch star trek imax baby,neutral,39
aw gutted,negative,9
ok shower calling name hour think indulge respond allow robin thicke serenade,neutral,77
apple fritter like perfect food think,positive,37
learning,neutral,8
radio yeah feel funny cause slept enough woke mum cause singing impressed,negative,73
babe ive aight urselff,neutral,22
work,neutral,4
told andrew jt going cameo mtv movie award said pissing guess fight,negative,67
actually really mostly forget take makeup bed,neutral,45
gud nite catch tomorrow,positive,23
oh like idea,positive,12
sleepy g night happy mother day mother mama mommy whatever call lol mie,positive,71
lili homie lili black exact lol,neutral,31
goodknight twitterland happy mother day blockhead momma wonderful day,positive,69
mom ever happy mother day,positive,25
wishing good night everybody,positive,28
didnt get clear,neutral,15
berra happy bday stevie bee want follower get little tweety may baby r best 12th,positive,80
de wereld need ppl like,positive,23
another loser lost game time today day history lost,negative,51
look brought home,neutral,17
app finally face truth lack time never able achieve goal life,negative,61
heap hey bout tu hit sack 115am need someone tu cuddle suck wbu x,negative,65
straight know game heard track know rocking,positive,43
piya hi im hyper im bored im online im going find picture notebok still cant send message grr,negative,93
gant popularity contest think twitter help become trendy,neutral,56
people eight year junior understand reference,neutral,45
whoop last tweet,negative,16
opinion one gray hair one many way many well,neutral,44
graandma house havee leave,negative,26
looking forward new week presentation book store dillingen today interesting sale seminar,positive,89
star trek pretty much rocked life oh wait rock life,positive,51
tell obvious real life make great entertainment tv great try figure killer,positive,74
phone ultra fast latest firmware update installed,neutral,49
think normally drawn people familiar similar u cougar thing quick fun,positive,69
yes nice oh kevin shirtless see well,positive,36
costume shop cleaning starving bring food,negative,41
shiny could marry would p im good,positive,33
um arent episode lost season abc good thing im going vega keep distracted tragedy,neutral,81
lololol love kenan kel rock soo hard im watching right,positive,54
oh god end dance sob,negative,20
asleep trying,neutral,13
watching hour,neutral,13
want see friend,positive,15
excited tonight party ron,positive,25
getting back smackdownecw show,neutral,30
apartment starting feel like mine,neutral,33
june gloom upon u,neutral,17
ben love yahh babe miss hope see tomorrow mommy love tomorrow happy mother day happy mother day mom,positive,99
im determined slarm around house eat egg sandwich smoke bowl sound like splendid evening,positive,88
dont undrstand malaysian busaysjust english tagalog waray,neutral,57
welcome math really favorite thing also useful,neutral,46
f1 star trek great sunday,positive,25
apparently today happy star war day suppose say may 4th,neutral,55
sorry confusing anyone keep forgetting desktop twitterific terrific different iphone app,neutral,88
real world apparently involves lot le twitter sorry,negative,51
awesome beer pong party house yard tonight going sun rising officially ba,positive,73
back revision bye bye hannah,neutral,28
make happy daughter family support money shopping restaurant,positive,60
everything going wrong happy day,negative,32
uni work weekend fun time,positive,25
even gift money away day,neutral,24
thought albany worse ao leave,negative,29
saw new city last tuesday amazing show ticket tomorrow show might able make,positive,75
sorry bout 2day bloody typical goin laydown feel sick nice x,negative,60
trying figure use twitter thing hah,neutral,35
well guess think everything thanks much keeping fan loop,positive,56
everybody leaving work early except,neutral,35
word later bedtime,neutral,18
thanks todd enjoyed reading blog little cheer good old alfred wallace curious read book,positive,87
good morning beautiful today shame going spend day unpaid taxi driver,neutral,69
ill photo tomorrow kay,neutral,22
bugger would nice typically heading bristol,neutral,43
go talk people melrose cashier registrar etc unfun place,neutral,56
wathing dollhouse hulu eating special el taquito beer bday week going well,positive,74
omg sorry sorry never know say,negative,30
used nkotb sleeping bag know,neutral,28
thanks yes lot,positive,14
cinderelliiee,neutral,13
time school happy starwars day,positive,30
tomorrow mother day good food present mom good back go junction coolest people ollies,positive,85
