tweet,sentiment,length
Cooking brown rice  http://bit.ly/gihac,neutral,39
`before you wake` - we sink ships photography exhibition is ONLINE http://tinyurl.com/dfs7fy please have a look,neutral,111
had 2 leave the mrs  cuz i have to go 2 work  really didn`t want to.,negative,68
 argh. Interested. Time maybe can`t go. Maybe.,neutral,46
as any1 been up all night like me and now the birds are keeping you awake,neutral,73
_Kay Morning! Hows your day. Hope you`re not another lying in the sun,neutral,69
 Goodmorning to you!Thank you so much for being so kind? The sun is out and I`m going to paint outside,positive,102
 http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them,positive,77
Making an iMovie of college,neutral,27
PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   ,neutral,91
just woke up,neutral,12
 how can I read the Floyd article says it`s private,neutral,51
"yesterday was fun.. 1st concert of the year [i know, i`m late xD].. buena vista social club live FOR FREE..",positive,107
" i think it`s fun, you gotta hide, and defend from your enemy, fun huh?",positive,71
"oh yes, happy star wars day.   May the fourth be with you...",positive,60
  I`d have read it but I`m not sure you would have wanted my opinion,neutral,68
Morning...tired should i excercise or jus relax need to catch up on sleep..Ladies would you like to see Shemar Moore @ Embassy? Hit me up,neutral,137
I`m so glad my concert is still a week away...I`m getting so sick and I need the time to recover!! My lungs hurt so bad right now,neutral,129
Tryin to upload a new pic but this **** says its too big,negative,56
Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,positive,137
6789998212 haha love soulja boys new song,positive,41
supposed to be great weather today & 2moro; just my luck Im stuck in work 1-10 both days!,neutral,89
<--has no internet for the weekend,negative,34
 http://twitpic.com/4wrxq - whens your little gingg getting twitter ? from g + j,neutral,80
I`m going to open up PROVERBS and get as much wisdom as possible-I`m hungry!,neutral,76
My sleeping beauties  I love my grads!! http://twitpic.com/4we5w,positive,64
 wow is a good idea... but the b-day was yesterday and I already took him a present! Thank you anyway!!!,positive,104
" thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better..",positive,119
**** wasting deodorant... i aint goin no where... i aint havin company  let me funk it to ya!,negative,93
If someone in the family died you would of heard about it. Duhhhhhh. . .,negative,72
 so where r u spinning now that the Hookah is R.I.P.?,negative,53
3am i still cant sleep,negative,22
crappy music on the radio,negative,25
dude I have 2 more hours  and I`m all done with my work,positive,55
 yo u can`t love 1 twin and not the other lol,positive,45
 and why can`t toy story come out this june,neutral,43
My breath is weezy.  No more going to knotts when you`ve been sick all week.,negative,76
 Just discovered your `Band from TV`... you guys are really good! Love the music,positive,80
 i miss you  !!!! ??,negative,20
 i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.,negative,112
Waaah! Masseuse is fully booked. No shoulder rub today.,neutral,55
Venti Black Ice Tea with 8 pumps of classic,neutral,43
 lol yep  tell rhonda i said happy mother`s day!,positive,48
" I tried to translate your tweet using google translation service, but it just spat it out back out at me",negative,105
Happy Mothers Day to all the wonderful MOMS out there. MOMS are what makes the world stay balanced. Have a great Mothers Day,positive,124
i have to go to the doctor... i don`t want to... cause there i can wait sooo long...,neutral,84
" what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",negative,116
Down again   seems like it never gonna stop and I`ll never get what i want,negative,74
Wonderful weekend  I love my family  & friends because they are awesome. Happy Mothers day to all the mommies <3,positive,112
 Britains got Talent just gets better every week,positive,48
 it was great to meet ya katie...awesome shows for sure!! Safe travels home.,positive,76
Out with the guys playing 10 pin & doing Mexican! Great combo! My bowling was not so good though  I blame it on my previous broken arm!!,neutral,136
" Its because I put radio 4 on by mistake..I`ll have a cup of tea and a shower, then I`m sure all will fine and dandy, thanks",positive,124
"It`s beautiful outside. The sun is shining, the birds are singing and I? I`m studying  Wish it were already vacation.",positive,117
Aww Holly Steel ... Dont cry,negative,28
" oh, I am sorry my friend. Katie & I will do our best to keep you cheery",neutral,72
 he already got a shot at having his own show and didn`t prove himself,neutral,70
 thankyooooou,positive,13
 sorry but I`m not impressed in the slightest b/c u don`t eat ****..more like saddened and confused,negative,99
"I miss my doggy,my hammy,my turtle && my fishes",negative,47
in park slope brooklyn working the bust photoshoot. this is so exciting! &no more fever! but my tonsils are the size of golfballs,positive,129
mymaths time....if only i cud read the mind of a nerd durin the exam,neutral,68
 Ur friend  sent me,neutral,19
the last song all american rejects.......... an amazing song,positive,60
" Good god, no. You can fit very few swear words into 140 characters",negative,67
"_Chip That`s right! I totally forgot. Might not be till August, though    Have a great summer!!",positive,95
"???ï¿½ï¿½  ???CE d grade?mock?????, ???????",neutral,43
" Other people have their Glasgow ones, standing and seats, for all nights.",neutral,74
Kimberlee Hatch!!!!!!! I miss you,negative,33
 small? we cant choose?,neutral,23
 anymore,neutral,8
wishing my days off were the same days that people wanted to party.,neutral,67
"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I`m a stapler...",neutral,99
finally home for once after a dope **** week,neutral,44
Off to see the Doc in a bit to get the knee checked out,neutral,55
" lol..well..no. I`ve had insomnia since I was 23 :-/ & since then dont sleep a lot of hours, but the ones I do are great!",neutral,121
" SAME. its just not happening, and im going out too!. UH-OH.",negative,60
going camping in a coupla hours. gotta pack everything... by myself,neutral,67
"got in a fist fight with a old biker guy.......and how dare you even ask, yes i kicked his ****",negative,95
"  I am mid-detox, I won`t eat any",neutral,33
working weekend it looks like,neutral,29
"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",positive,133
time to play,neutral,12
"_ yeah, just knew him because of your link  HE`S COMPLETELY AMAZING AND HE SINGS PHANTOM!",positive,89
By newark,neutral,9
is up for lots of revision today and then out toniight,neutral,54
just woke up to a flat tire,neutral,27
Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,negative,83
 awww i missed it  twitpic?,negative,27
" hey hunny bunny, what`s a weekend? is that like a day off or something?",neutral,72
DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,neutral,53
 glad to hear it`s good bank holiday weather down there to,positive,58
"ftsk (L) haven`t listened to them in a while. so **** pissed off my with so called `friends`, can`t wait to leave this **** school",negative,130
heading out to the park with the kids - hope it does not rain -looking cloudy?,positive,78
" I`m searching, too. We`ll compare notes.",neutral,41
"Sorry if I`m unsociable I`m loading up stock in the shop, mums making me",neutral,72
why do I always wake up ONE minute before my alarm is scheduled to go off??,neutral,75
 *cough* star trek *cough*,neutral,26
_1993 Nope not yet  Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It`ll be in before that! I hope,positive,131
"just woke up, and my tummy hurts  there`s always something wrong with me :S",negative,75
I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny,neutral,137
 Isn`t MSN in this case a lot easier? Hahaha!,positive,45
" - u aint lost me, i`m right here",neutral,33
" Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, & It Failed  Lol,",neutral,90
"my laptop broke, who wants to help a girl out and take me to best buy this weekend. please ill feed u.",positive,102
"Excited!!! Trousers on their way from Topshop, should be here in a couple of days",positive,81
got woken up early AGAIN  I kinda wana just chill today but there`s so much to do!,negative,82
"On way to the wimbledon with  to watch star trek, IMAX baby",neutral,59
" aw, gutted",negative,11
Ok so this shower has been calling my name for about an hour I think I`ll indulge & respond now while I allow Robin Thicke to serenade me,neutral,137
apple fritters are like the perfect after food...don`t you think?,positive,65
 I`m learning to,neutral,16
_radio yeah :S i feel all funny cause i haven`t slept enough  i woke my mum up cause i was singing she`s not impressed :S you?,negative,126
" babe  ive been aight, urselff?",neutral,31
at work,neutral,7
"I told andrew that JT is going to cameo @ MTV movie awards. He said, 'he`s pissing me off.' guess they`re in a fight",negative,116
" actually, i really do. mostly when i forget to take off my makeup before bed",neutral,77
Gud nite all...will catch you all again tomorrow,positive,48
